"//Set of 6 Gold Standards described in Torvik VI, Smalheiser NR. A quantitative model for linking two disparate sets of articles in Medline. Bioinformatics 2007; 23(13): 1658-1665. This paper has supplemental files. http://dx.doi.org/10.1093/bioinformatics/btm161",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//target is written as -2 = negative, -1 = unknown, 0 = target, 1= fragment of target, 2 = adjective of target, 3 = target but too general to be useful",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//some missing values annotated by 99999 (MeSH), 0.9999 (cohesion), or 9999 (year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowsmith search,A-lit size,C-lit size,B-term,target,nA,nC,nof MeSH in common,nof semantic categories,cohesion score,n in MEDLINE,1st year in MEDLINE,pAC,on medium stoplist?,on long stoplist?,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,bilateral complete,-1,1,2,0,0,0.212625,67,1951,1.50E-05,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,binding,-1,6,3,2,2,0.129525,142882,1949,1,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,binding protein,-1,1,1,1,3,0.147096,27691,1950,0.999999856,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,biochemical,-1,3,6,1,1,0.0670933,42614,1941,0.99999515,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,biological,-1,9,2,0,1,0.0612345,62200,1949,0.999999997,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,biophysical,-1,1,1,0,1,0.0819094,2269,1949,0.453889358,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,bleeding,-1,1,21,0,2,0.154256,16680,1929,0.003039253,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blind,-1,1,4,0,3,0.166298,22008,1949,0.999069903,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,block,-1,2,3,0,1,0.111801,29385,1902,0.999981354,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blood,-1,30,61,23,2,0.08638,283611,1929,1,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blood coagulation,-1,2,2,2,1,0.22003,6878,1949,0.682963712,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blood flow,-1,7,9,6,1,0.190096,33157,1949,0.934936018,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blood pressure,-1,1,3,1,3,0.2071,29768,1939,0.999997162,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blood vessel,-1,1,3,0,1,0.124895,6579,1939,0.649432147,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blue,-1,3,1,0,1,0.0982198,12043,1940,0.961674181,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blunt,-1,5,2,1,0,0.234544,5669,1950,0.09426258,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,blunt trauma,3,3,1,1,3,0.212364,1365,1950,0.014654817,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,body,-1,62,16,3,2,0.0886033,85466,1913,0.006590049,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,bone,-1,2,4,2,1,0.131207,131289,1949,1,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,born,-1,2,1,0,0,0.109979,6178,1938,0.787109328,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,boy,-1,3,11,1,1,0.0920891,9302,1949,0.005440071,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,brain,-1,1,8,0,3,0.108544,163452,1949,1,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,branch,-1,13,10,4,0,0.160102,6233,1949,1.64E-10,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,branche,-1,1,6,0,0,0.0919789,2616,1949,0.002343201,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,break,-1,59,1,1,0,0.187738,5080,1949,0,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,brief,-1,1,1,99999,1,0.0590231,11880,1929,0.997081227,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,brother,-1,1,3,0,1,0.098607,1786,1950,0.034503213,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,brucella,0,1,2,1,1,0.281715,4138,1949,0.530493792,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,brucella infection,-1,1,1,1,3,0.308977,186,1950,0.007284807,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,bullous,-1,35,1,1,1,0.267407,3923,1949,0,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,calcific,-1,1,1,0,2,0.201425,771,1950,0.096842427,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,calcification,-1,1,5,1,3,0.134678,8136,1949,0.471909857,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,calculation,-1,1,1,0,1,0.143646,8348,1949,0.9765742,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,called,-1,3,2,99999,0,0.0579319,10817,1928,0.854156955,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,canal,-1,1,1,0,1,0.14409,13158,1913,0.998653061,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cancer,3,1,23,0,1,0.160526,305322,1916,1,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,candida,0,2,1,1,1,0.204984,13404,1949,0.994104406,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,capacity,-1,1,1,0,3,0.0733756,25280,1934,0.999999325,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,carcinoma,-1,4,28,10,2,0.178211,163761,1928,1,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,carcinoma report,-1,1,1,0,3,0.200863,700,1949,0.082312649,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cardiac,-1,2,55,4,1,0.148132,100829,1949,0.925362308,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cardiac transplant,0,1,3,1,1,0.185466,753,1960,0.001874293,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cardiac transplant patient,-1,1,1,1,5,0.191919,141,1969,0.004271337,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cardiomyopathy,-1,1,2,2,1,0.271152,13259,1957,0.99362156,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,care,-1,16,29,5,1,0.0944022,196285,1932,1,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,care following,-1,1,1,99999,0,0.121044,214,1950,0.009523509,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,care patient,-1,1,6,0,1,0.106307,5949,1949,0.113306313,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,care study,-1,1,1,1,1,0.117332,1616,1950,0.298549362,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,caring patient,-1,1,1,1,1,0.144742,430,1954,0.034943974,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,carotid,-1,3,28,4,1,0.221096,27723,1949,0.005881099,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,carried,-1,1,1,0,0,0.0551118,1651,1925,0.307215998,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,carrier,-1,1,2,0,3,0.10747,16625,1949,0.999016316,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case,-1,331,695,85,2,0.0770729,484711,1902,0,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case a,-1,4,12,1,1,0.0743347,8698,1937,0.000415104,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case a review,-1,1,1,0,0,0.0926076,1609,1949,0.296813801,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case acute,-1,1,1,0,2,0.11323,3784,1949,0.724847069,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case author transl,-1,8,3,0,0,0.0865839,3630,1972,5.28E-05,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case chronic,-1,1,4,0,2,0.10046,2094,1949,0.014927012,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case congenital,-1,1,1,0,0,0.081003,2344,1949,0.470520261,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case control study,-1,3,6,6,1,0.206617,6835,1967,0.046311406,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case familial,-1,1,1,0,2,0.0811702,621,1950,0.067040415,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case history,-1,1,2,0,1,0.0570549,1912,1913,0.141430733,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case idiopathic,-1,2,1,0,0,0.107692,628,1949,0.009328932,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case juvenile,-1,1,1,0,0,0.100206,334,1950,0.021994924,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case malignant,-1,2,1,0,3,0.129026,1386,1950,0.069218352,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case report,-1,43,246,17,1,0.0830069,98821,1949,0,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case report discussion,-1,1,1,99999,0,0.0653908,378,1950,0.027629271,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case report literature,-1,2,5,0,0,0.0911009,2190,1955,0.00086334,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case report review,-1,2,25,2,0,0.101184,10274,1949,6.34E-09,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case report year,-1,1,1,99999,0,0.107639,47,1959,0.000495037,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case severe,-1,2,1,0,2,0.0551034,1337,1949,0.063619326,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case study,-1,1,11,0,1,0.0463108,10613,1938,0.061941647,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case successful,-1,2,6,0,2,0.110448,562,1949,7.74E-09,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case successfully,-1,1,2,99999,0,0.0852329,286,1949,0.001045263,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case successfully treated,-1,1,1,99999,0,0.0909091,216,1949,0.009693708,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case surgical,-1,1,2,0,0,0.0888723,369,1950,0.002153382,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case survival,-1,1,2,99999,0,0.120614,128,1949,0.000101468,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,case treated,-1,8,5,0,1,0.110108,2340,1946,1.46E-08,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cat,-1,6,1,1,2,0.143247,49169,1939,0.999999992,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cathepsin,-1,1,4,1,3,0.187418,4072,1949,0.145402972,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,catheter,-1,2,9,2,1,0.1828,21976,1925,0.875027779,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,causality,-2,1,1,0,2,0.0883706,572,1949,0.058104968,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cause,-1,50,41,6,1,0.0576208,59070,1902,3.25E-12,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cause a,-1,1,1,0,0,0.0693871,1442,1950,0.255287933,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cause failure,-1,12,1,0,0,0.123846,486,1950,1.11E-16,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cause severe,-1,1,1,99999,0,0.068582,450,1950,0.037935129,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,caused,-1,69,74,11,0,0.0466037,65985,1936,0,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,caused a,-1,7,7,2,0,0.074576,3987,1939,1.02E-06,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,caused giant,-1,1,1,0,2,0.143617,43,1954,0.000415107,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,causing,-1,2,17,0,0,0.0705637,9958,1944,8.02E-05,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cavity,-1,4,13,1,1,0.108228,16647,1903,0.066171782,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cell,-1,47,55,30,2,0.0935469,797352,1925,1,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cell carcinoma,-1,2,7,5,2,0.221937,29188,1938,0.997557807,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cell death,-1,2,1,1,1,0.167767,8167,1950,0.913205885,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cell proliferation,-1,3,1,1,1,0.128988,10264,1950,0.915302905,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cellular,-1,4,3,2,2,0.0881602,46257,1948,0.999999959,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,center,-1,2,12,0,1,0.0587722,37838,1933,0.995266258,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,central,-1,43,4,1,5,0.0846601,66700,1949,0.409917299,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,central nervous system,-1,1,1,0,2,0.131309,21593,1949,0.999992946,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,centre,-1,2,6,4,1,0.0787827,8261,1949,0.201684593,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cerebral,-1,1,24,0,1,0.156538,86559,1948,0.999999739,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cerebrospinal fluid,-1,2,21,99999,2,0.111565,18439,1949,0.004798953,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chain,-1,1,2,0,2,0.105027,54229,1949,1,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chamber,-1,30,1,1,1,0.131707,10061,1949,1.13E-11,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,change,-1,90,46,26,0,0.060102,237762,1926,0.979479026,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,change cerebrospinal fluid,-1,1,2,99999,2,0.136327,208,1950,0.000418178,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,change induced,-1,2,1,99999,0,0.0756022,3263,1949,0.37936437,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,change vascular,-1,1,1,0,1,0.135753,388,1951,0.028982332,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,change volume,-1,1,1,0,0,0.0925771,197,1949,0.008131922,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,changing,-1,5,5,1,0,0.0652397,15547,1940,0.6051167,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,changing pattern,-1,1,1,0,1,0.0908919,1619,1950,0.29929296,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chao,-1,1,1,0,1,0.105254,1351,1950,0.232676999,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chapter,-1,1,1,99999,9,0.0764687,1226,1950,0.201854003,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,characteristic,-1,29,12,7,0,0.0508223,83547,1940,0.986902452,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,characterization,-1,2,3,0,0,0.119324,130391,1949,1,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chart,-1,1,1,0,2,0.121234,2312,1949,0.46346152,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chemoattractant,-1,1,1,0,2,0.188454,1712,1971,0.322267174,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,child,-1,10,20,1,1,0.0959099,58785,1932,0.953543458,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,childhood,-1,5,13,2,1,0.0956739,51357,1913,0.999329617,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,childhood adolescence,-1,2,1,0,2,0.108393,1497,1950,0.082684504,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chinese,-1,3,1,1,3,0.171957,19858,1949,0.999256103,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,choice,-1,13,4,3,1,0.0718474,15339,1947,0.03622288,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,choice surgical,-1,1,1,99999,0,0.16,243,1951,0.012122018,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,choice treatment,-1,2,1,0,3,0.0931393,420,1950,0.003095306,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cholesterol,-1,1,3,2,3,0.162679,34281,1949,0.9999998,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chromosome,-1,2,3,0,2,0.187886,55029,1925,1,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chronic,-1,20,84,8,1,0.0749149,202103,1946,0.998444895,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chronic renal,-1,2,3,1,2,0.178073,9775,1949,0.78877508,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,chronic renal disease,-1,1,1,1,3,0.237113,708,1950,0.083913907,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,circulation,-1,7,11,0,1,0.161728,29792,1948,0.714779597,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,circulation surgical treatment,-1,1,2,99999,0,0.238806,14,1957,1.41E-07,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,circulatory,-1,2,15,1,1,0.162222,12092,1949,0.004614754,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,circumferential,-1,4,1,0,1,0.106883,606,1950,6.87E-05,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,classic,-1,1,1,99999,1,0.0855884,2616,1950,0.528174968,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,classification,-1,16,10,2,3,0.0815905,29146,1937,0.100147309,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clear,-1,7,1,0,1,0.134353,3825,1950,0.005193198,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cleft,-1,1,1,0,0,0.223023,10535,1949,0.993478744,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clefting,-1,2,1,2,1,0.274866,188,1968,0.000311905,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinic,-1,16,3,3,2,0.0928178,25754,1943,0.384123143,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical,-1,163,152,47,1,0.0725776,374291,1934,0.000100452,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical analysis,-1,8,3,1,3,0.127034,2114,1949,3.48E-07,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical analysis case,-1,5,1,0,0,0.148024,783,1949,1.95E-05,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical application,-1,7,4,0,2,0.0546404,9944,1949,0.080349773,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical aspect,-1,21,7,3,1,0.067667,15582,1949,5.91E-06,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical aspect therapy,-1,2,2,0,4,0.0819246,1108,1950,0.007281383,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical assessment,-1,1,1,0,2,0.082111,1882,1950,0.363712018,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical case,-1,3,5,0,2,0.0652095,6237,1950,0.065322088,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical evaluation,-1,3,3,0,3,0.0900986,11776,1949,0.805784112,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical experience,-1,8,4,1,2,0.0869753,11735,1949,0.107636182,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical feature,-1,11,3,3,0,0.112238,6428,1950,0.000179114,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical finding,-1,6,1,0,0,0.0815626,2416,1936,0.001506819,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical observation,-1,10,3,2,4,0.0690786,5268,1949,9.08E-05,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical outcome,-1,1,7,4,1,0.167052,3560,1953,0.003411071,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical picture,-1,7,4,0,2,0.0862855,5860,1949,0.002658771,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical result,-1,2,1,0,0,0.104454,3978,1949,0.50429675,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical study,-1,13,9,4,1,0.0836425,23310,1936,0.079841189,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical trial,-1,6,11,9,3,0.140729,21141,1934,0.270945947,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinical value,-1,2,3,0,1,0.09393,2563,1950,0.031834973,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinically,-1,1,4,99999,1,0.0860482,7411,1949,0.562012032,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinico,-1,3,8,0,0,0.0858737,13775,1949,0.332583179,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinicopathologic,-1,4,1,99999,0,0.156801,5943,1949,0.375274782,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,clinicopathological,-1,1,2,0,0,0.122896,7286,1949,0.869302805,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,closed,-1,5,3,1,2,0.0993162,11260,1949,0.492652262,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,closure,-1,11,5,1,1,0.141337,11052,1949,0.004484263,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coagulation,0,44,44,13,3,0.199771,19902,1942,0,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coagulation a,-1,1,1,99999,3,0.158285,343,1942,0.023104089,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coagulation parameter,-1,1,1,0,0,0.211059,160,1967,0.0054535,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coagulation surgical,-1,3,1,0,4,0.277778,16,1954,5.67E-10,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coat,-1,7,1,0,2,0.129681,3970,1950,0.006429571,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coated,-1,1,2,0,0,0.0979881,6448,1949,0.810383227,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coexistence,-1,1,6,0,0,0.0787504,2441,1950,0.00159623,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,coincidence,-1,2,1,0,0,0.0759239,1502,1950,0.083315771,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,cold,-1,1,4,0,4,0.100007,18169,1949,0.993812819,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,colitis,3,1,12,1,1,0.218606,15485,1949,0.255684446,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,collaboration,-1,1,1,1,1,0.125546,3349,1950,0.661216078,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,collagen,-1,5,6,2,3,0.122138,28009,1949,0.981208413,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,collagenase,-1,1,2,0,3,0.190963,3310,1950,0.387871985,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,collection,-1,1,3,99999,1,0.0930495,8271,1949,0.80896337,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,color,-1,8,11,8,1,0.150505,17383,1949,0.031676012,0,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,color doppler,-1,3,7,2,2,0.199729,2793,1985,2.91E-05,0,0,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,combination,-1,7,12,1,1,0.111344,41092,1949,0.967535806,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,combined,-1,43,79,18,0,0.070752,52872,1936,0,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,combined a,-1,1,3,0,0,0.0606922,502,1951,0.000423263,1,1,,,,,,,,,,,,,,
retinal detachment vs aortic aneurysm,5122,5687,combined operation,-1,2,4,1,0,0.208619,194,1950,6.35E-09,1,1,,,,,,,,,,,,,,
